Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-LeuCAG-171781	51882	21650	59386
nuclear-Ath-LeuTAA-171698	6081	1752	3831
nuclear-Ath-LeuTAA-171699	15317	4739	7514
nuclear-Ath-LeuTAA-171791	2	1	0
nuclear-Ath-LeuTAG-171673	24	12	48
nuclear-Ath-LeuTAG-171675	30013	19398	60889
nuclear-Ath-LeuTAG-171685	22350	13837	49620
nuclear-Ath-LysCTT-171703	587	142	378
nuclear-Ath-LysCTT-171704	67863	13607	28331
nuclear-Ath-LysCTT-183733	11	3	15
nuclear-Ath-LysTTT-171707	138	25	42
nuclear-Ath-LysTTT-171712	1917	312	604
nuclear-Ath-LysTTT-183734	174	29	56
nuclear-Ath-LysTTT-183735	0	0	0
nuclear-Ath-PheGAA-171718	8444	7059	18635
nuclear-Ath-ProAGG-171737	9993	1767	5191
nuclear-Ath-ProAGG-171738	0	0	44
nuclear-Ath-ProAGG-171743	11	2	7
nuclear-Ath-ProCGG-171739	14	4	42
nuclear-Ath-ProCGG-171760	1	0	0
nuclear-Ath-ProCGG-171761	12909	1855	10213
nuclear-Ath-ProTGG-171741	156	30	142
nuclear-Ath-ProTGG-171744	6170	1000	3257
nuclear-Ath-ProTGG-183741	529	121	513
nuclear-Ath-SerAGA-171812	4413	1696	6677
nuclear-Ath-SerAGA-171813	4307	1830	6142
nuclear-Ath-SerAGA-171814	2419	1004	3726
nuclear-Ath-SerAGA-171815	2964	1447	4480
nuclear-Ath-SerAGA-183750	1	0	13
nuclear-Ath-SerAGA-183759	590	344	2022
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	72	31	174
nuclear-Ath-SerCGA-171782	9007	5604	17128
nuclear-Ath-SerCGA-171785	0	0	0
nuclear-Ath-SerCGA-171794	2	1	4
nuclear-Ath-SerGCT-171796	0	1	6
nuclear-Ath-SerGCT-171797	0	0	7
nuclear-Ath-SerGCT-171798	6267	2553	5152
nuclear-Ath-SerGCT-171800	8	6	8
nuclear-Ath-SerGCT-183728	0	0	0
nuclear-Ath-SerGCT-183752	0	0	0
nuclear-Ath-SerGCT-183753	3	0	8
nuclear-Ath-SerTGA-171783	5	3	17
nuclear-Ath-SerTGA-171784	0	0	0
nuclear-Ath-SerTGA-171792	4654	4035	12161
nuclear-Ath-SerTGA-171793	6	1	4
nuclear-Ath-ThrAGT-171722	1	0	41
nuclear-Ath-ThrAGT-171723	5151	2157	8315
nuclear-Ath-ThrAGT-171731	36	14	78
nuclear-Ath-ThrCGT-171709	47515	15085	32081
nuclear-Ath-ThrCGT-171710	0	0	43
nuclear-Ath-ThrCGT-171711	6	2	5
nuclear-Ath-ThrTGT-171700	14	12	41
nuclear-Ath-ThrTGT-171705	1504	712	2740
nuclear-Ath-ThrTGT-183732	0	0	1
nuclear-Ath-TrpCCA-171732	59462	33987	239972
nuclear-Ath-TrpCCA-171734	54576	29091	194180
nuclear-Ath-TrpCCA-183740	4	2	44
nuclear-Ath-TyrGTA-171663	75	6	16
nuclear-Ath-TyrGTA-171666	1411	115	696
nuclear-Ath-TyrGTA-171668	0	0	15
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	28	3	9
nuclear-Ath-TyrGTA-183720	0	0	0
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	1
nuclear-Ath-TyrGTA-183723	0	0	15
nuclear-Ath-TyrGTA-183724	0	0	5
nuclear-Ath-TyrGTA-183725	0	0	5
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	1
nuclear-Ath-ValAAC-171778	3	1	2813
nuclear-Ath-ValAAC-171779	12703	9070	195581
nuclear-Ath-ValCAC-171807	1431	868	4558
nuclear-Ath-ValCAC-183758	849	554	3322
nuclear-Ath-ValTAC-171767	195	81	561
nuclear-Ath-ValTAC-183729	0	0	1
nuclear-Ath-ValTAC-183746	0	0	14
nuclear-Ath-eMetCAT-171754	14318	6666	32745
nuclear-Ath-iMetCAT-171655	1	0	9
nuclear-Ath-iMetCAT-171658	0	0	161
nuclear-Ath-iMetCAT-171659	339	134	919
nuclear-Ath-iMetCAT-183717	0	0	0
plastid-Cma-AlaTGC-22	1167	627	3418
plastid-Cma-ArgACG-20	5391	3517	14303
plastid-Cma-ArgTCT-15	470	104	136
plastid-Cma-AsnGTT-27	3016	449	2249
plastid-Cma-AspGTC-19	595	85	208
plastid-Cma-CysGCA-18	826	94	262
plastid-Cma-GlnTTG-28	2001	397	1693
plastid-Cma-GluTTC-8	3829	515	1620
plastid-Cma-GlyGCC-14	162	8	43
plastid-Cma-GlyTCC-30	31	2	14
plastid-Cma-HisGTG-13	5654	926	2405
plastid-Cma-IleCAT-29	333	204	1134
plastid-Cma-IleGAT-21	319	156	1197
plastid-Cma-LeuCAA-11	1805	464	989
plastid-Cma-LeuTAA-23	316	98	217
plastid-Cma-LeuTAG-10	1464	350	620
plastid-Cma-LysTTT-25	34	11	40
plastid-Cma-PheGAA-26	334	111	451
plastid-Cma-ProTGG-2	179	19	44
plastid-Cma-SerGCT-17	134	38	85
plastid-Cma-SerGGA-16	54	19	70
plastid-Cma-SerTGA-6	219	30	86
plastid-Cma-ThrGGT-9	97	16	85
plastid-Cma-ThrTGT-7	711	137	306
plastid-Cma-TrpCCA-12	311	90	255
plastid-Cma-TyrGTA-24	258	60	192
plastid-Cma-ValGAC-1	846	173	616
plastid-Cma-ValTAC-3	24	6	20
plastid-Cma-eMetCAT-4	69	12	24
plastid-Cma-iMetCAT-5	522	54	793
Total	1143700	452124	2276064
